rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,ClaimAmount
70,0.666,127,4,1,1,32,1,28,0,100,5,4,4,3,3,1,5,0,0
71,0.411,281,6,0,1,32,0,55,0,50,5,3,4,3,3,1,18,1,0
72,0.749,180,0,0,0,34,1,33,0,50,5,12,2,1,7,5,13,2,0
73,0.978,335,4,0,0,32,1,47,1,60,5,3,4,3,3,1,3,1,0
74,0.042,488,0,1,0,39,0,60,1,50,6,7,4,3,1,2,10,1,0
75,0.25,169,5,1,0,25,2,37,0,76,5,7,4,3,6,4,3,0,0
76,0.249,570,6,1,0,32,2,67,0,110,5,13,4,3,6,5,15,1,0
77,0.499,434,8,1,0,32,1,54,1,50,5,15,4,3,9,5,16,0,0
78,0.411,186,6,0,1,32,0,34,1,95,5,6,4,3,4,4,12,1,0
79,0.687,431,1,1,0,34,2,58,0,50,5,15,4,3,8,3,19,2,0
80,0.833,503,0,0,0,32,1,61,0,50,5,11,2,1,8,4,7,1,0
81,0.054,144,5,1,1,34,1,30,0,67,5,3,4,3,4,2,12,1,0
82,0.724,411,3,1,0,32,1,52,0,50,5,9,4,3,7,4,13,1,0
83,0.499,271,2,1,0,32,1,46,0,50,5,6,2,1,4,2,15,0,0
84,0.749,435,6,0,0,49,2,54,0,51,5,3,4,3,4,2,1,1,611.51
85,0.542,774,2,1,0,39,0,83,1,148,5,17,5,3,9,3,16,2,0
86,0.98,237,7,0,1,32,0,38,1,56,5,4,4,3,4,2,19,1,0
87,0.499,303,8,0,0,32,0,53,1,50,5,9,4,3,7,5,15,1,0
88,1,497,6,1,0,39,0,64,1,50,7,8,4,3,5,4,18,0,546.6833837
89,0.666,476,2,0,0,39,0,58,0,112,2,14,2,1,8,5,5,0,0
90,0.482,250,4,1,1,32,1,39,0,50,5,9,4,3,3,5,10,1,0
91,0.379,149,4,1,0,32,0,31,0,57,2,14,4,3,9,5,15,0,0
92,0.25,110,4,0,1,32,1,28,0,80,5,2,4,3,3,1,19,2,0
93,0.733,204,0,0,0,32,1,36,0,54,5,6,4,3,4,2,9,1,0
94,0.25,66,5,0,0,32,2,26,0,95,8,4,4,1,3,2,19,1,0
95,0.113,340,2,0,0,32,0,55,0,59,5,9,4,3,7,5,17,1,0
96,0.499,552,1,0,0,39,0,67,0,50,5,4,4,3,4,2,19,1,0
97,0.833,265,2,0,1,32,3,41,0,51,8,5,2,1,4,2,18,1,0
98,0.352,397,3,1,0,0,2,57,0,76,5,11,2,1,5,3,19,1,0
99,0.583,305,2,1,0,32,1,45,0,57,1,12,4,3,8,4,13,1,0
100,0.312,285,6,1,1,32,1,42,0,50,1,10,4,3,7,4,15,1,0
101,0.923,558,6,0,0,39,0,71,0,57,6,20,4,3,9,3,16,0,0
102,0.595,104,0,1,1,34,1,40,0,100,1,10,4,3,8,2,4,0,0
103,0.833,188,0,1,0,32,2,34,0,64,5,11,2,1,8,4,11,1,0
104,0.042,225,6,0,0,32,0,39,0,84,6,11,4,3,4,5,15,0,0
105,0.21,430,0,1,0,32,2,56,0,50,5,12,2,1,8,4,7,1,0
106,0.249,556,5,1,0,32,2,65,0,50,8,9,4,1,0,0,9,0,0
107,0.25,65,2,1,0,32,2,31,0,80,6,20,4,3,8,3,12,0,0
108,0.749,674,1,1,0,39,0,78,1,118,5,7,4,3,5,2,16,2,0
109,0.489,80,0,0,0,32,2,36,0,72,3,14,2,1,6,3,2,0,0
110,0.249,243,3,0,0,32,1,40,1,50,5,3,4,3,3,1,14,0,0
111,0.743,311,7,1,0,0,2,45,0,64,7,14,4,3,6,3,19,2,0
112,0.597,435,4,0,0,32,1,55,0,90,5,4,4,3,2,1,9,0,0
113,0.248,71,1,1,1,32,2,25,0,72,8,5,2,1,4,2,12,1,0
114,0.249,356,1,0,0,32,0,48,0,50,5,9,4,3,6,4,14,1,0
115,0.347,469,7,0,0,39,0,61,0,50,2,14,4,3,8,5,18,1,3835
116,0.416,165,3,1,0,32,1,31,0,50,4,11,2,1,5,4,12,1,0
117,0.583,235,0,1,1,25,3,40,0,50,6,13,5,1,2,0,1,1,0
118,0.083,733,3,1,0,39,0,79,0,50,4,10,4,3,5,4,7,0,0
119,0.9,412,5,1,0,32,1,52,1,50,5,6,4,3,6,4,1,0,0
120,0.021,91,2,1,1,32,0,25,0,69,5,8,4,3,8,2,16,0,0
121,0.916,200,1,1,1,32,0,38,1,68,5,5,4,3,5,2,14,1,0
122,0.674,678,5,1,0,27,2,74,0,50,5,2,4,3,2,2,15,1,0
123,0.749,501,0,1,0,0,2,60,0,52,2,15,4,3,9,5,9,1,90.4305136
124,0.583,496,1,1,0,39,0,59,0,50,2,12,4,3,8,5,17,1,0
125,0.46,244,8,0,0,0,0,38,0,50,5,4,1,3,3,2,16,0,0
126,0.341,195,8,1,1,0,1,34,0,75,5,13,4,3,8,5,17,1,0
127,0.583,132,7,1,0,32,0,29,0,90,5,3,4,1,2,4,9,1,0
128,0.016,84,3,0,1,10,1,25,0,80,5,5,4,3,4,2,17,0,0
129,0.524,448,8,1,0,28,2,65,0,50,7,6,4,1,1,4,16,1,3230.68
130,0.666,314,4,0,0,39,0,65,0,85,5,8,4,3,7,4,9,0,0
131,0.666,234,2,0,0,32,2,50,0,50,5,17,4,3,9,3,8,2,0
132,1,91,8,0,1,32,1,29,0,95,5,1,1,3,2,2,11,1,0
133,0.333,78,1,0,1,32,1,35,0,76,2,4,5,3,1,1,2,1,0
134,0.054,380,5,0,0,32,0,51,1,64,6,11,4,3,4,5,10,1,0
135,0.25,91,0,1,0,29,2,26,0,76,5,13,4,3,8,4,15,2,0
136,0.499,351,3,1,0,0,2,58,0,50,5,13,5,3,8,3,18,1,0
137,0.749,225,4,0,0,32,1,37,0,68,4,10,4,3,6,5,18,1,0
138,0.003,387,0,0,0,0,0,57,0,80,5,4,4,3,3,2,15,0,0
139,0.5,126,7,1,1,32,1,28,1,80,5,6,4,1,4,4,17,1,0
140,0.25,150,5,0,1,0,1,30,0,85,2,3,5,3,1,1,9,1,0
141,0.439,117,4,1,0,32,1,43,0,60,5,9,2,1,5,4,19,1,0
142,0.87,57,3,0,1,32,1,24,0,100,5,7,2,1,4,2,15,1,0
143,0.307,475,2,1,0,25,3,58,0,50,6,17,2,1,6,3,7,0,0
144,0.105,141,1,1,0,34,1,29,0,68,5,7,2,1,5,2,17,1,0
145,0.249,251,7,1,0,32,1,39,0,85,5,9,4,3,6,5,8,1,0
146,0.468,134,7,0,0,32,0,31,0,80,5,8,5,1,5,4,6,1,0
147,0.416,289,4,1,1,34,1,42,0,90,5,12,2,1,6,5,17,0,0
148,0.25,637,6,1,1,32,1,73,0,50,8,5,4,1,1,4,12,1,0
149,0.333,215,6,0,0,32,0,58,0,85,5,4,4,3,2,2,18,1,0
150,0.416,285,4,1,0,32,2,44,0,50,2,8,4,3,7,4,15,1,0
151,0.531,406,6,1,0,38,3,55,0,50,5,16,5,1,8,3,12,0,0
152,0.534,497,7,1,0,39,0,68,0,50,5,9,1,3,5,4,8,1,0
153,0.083,50,2,1,0,34,1,27,0,95,5,8,2,1,6,2,12,1,0
154,0.221,528,2,1,0,39,0,62,0,50,5,12,2,1,7,5,5,1,0
155,0.006,473,8,0,0,34,0,60,1,50,5,4,4,3,4,2,19,1,0
156,1,182,6,1,0,27,0,50,0,90,5,12,5,1,5,3,14,1,0
157,0.249,338,3,1,0,27,2,47,0,50,5,11,4,3,5,2,17,2,0
158,0.631,135,8,1,1,20,0,39,0,85,8,10,4,1,0,0,1,1,0
159,1,163,3,1,1,32,1,31,0,50,6,13,4,3,4,5,7,1,0
160,0.041,140,1,0,0,32,1,31,0,66,1,0,1,3,1,0,10,1,0
161,0.26,411,0,0,0,34,1,53,0,50,5,7,4,3,6,2,14,1,0
162,0.274,257,5,1,0,32,1,39,0,50,5,16,4,3,9,5,14,0,0
163,0.311,330,0,0,1,0,2,46,0,50,5,9,4,1,4,4,15,1,0
164,0.083,431,2,0,0,0,3,55,0,50,5,5,4,3,3,2,16,1,0
165,0.065,91,2,1,0,0,3,37,0,74,4,13,4,3,5,3,17,1,0
166,0.926,227,3,0,1,32,1,42,0,90,5,9,4,3,7,4,10,1,992.5323263
167,0.499,145,2,1,0,34,1,31,0,80,5,6,2,1,4,2,15,1,0
168,0.013,164,1,0,1,32,1,32,0,112,5,6,2,1,4,2,18,1,0
169,0.916,154,3,1,0,32,1,33,0,72,5,5,4,3,5,2,15,1,0
170,0.364,142,0,1,0,32,1,31,0,61,5,11,2,1,7,4,15,0,0
171,0.749,165,7,0,1,34,1,32,0,80,5,9,2,1,5,4,13,1,0
172,0.916,316,2,1,1,34,1,50,0,50,2,14,4,3,9,5,4,2,0
173,0.124,46,7,0,1,10,1,21,0,90,5,8,4,1,4,4,12,1,0
174,0.269,155,1,0,1,32,1,33,0,85,5,6,2,1,4,2,20,1,0
175,0.499,244,5,1,0,0,2,38,0,69,6,17,4,3,5,3,17,0,0
176,0.039,359,6,1,1,32,0,49,1,50,1,10,4,3,7,4,8,0,0
177,0.974,390,5,1,0,44,2,51,0,50,7,15,5,1,8,3,17,0,0
178,0.458,314,3,0,0,32,1,47,0,64,7,11,4,3,7,5,7,1,0
179,0.966,217,4,0,0,32,2,36,0,50,5,4,4,3,3,2,5,1,0
180,0.98,426,5,0,0,32,2,55,0,53,5,7,4,3,6,2,16,1,0
181,0.25,300,7,0,0,39,0,69,0,50,5,4,4,1,2,2,13,2,0
182,0.753,358,8,1,0,32,0,48,1,50,5,6,1,3,5,4,12,1,0
183,0.5,388,7,1,0,30,1,50,0,50,5,3,4,3,2,1,13,1,0
184,0.5,233,7,1,0,32,0,53,0,50,5,19,5,1,6,3,13,2,0
185,0.117,560,3,1,0,39,0,69,0,50,2,14,2,1,8,5,17,1,0
186,0.249,283,0,0,1,32,2,47,0,54,5,6,4,3,5,2,17,1,0
187,0.5,419,1,1,0,44,2,57,0,67,2,23,4,3,9,3,2,0,0
188,0.235,589,2,1,0,39,0,72,0,50,5,11,4,3,8,5,20,1,0
189,0.129,496,1,1,0,32,1,63,0,50,6,11,4,3,6,5,15,0,0
190,0.749,594,1,1,0,39,0,73,1,64,5,17,4,3,9,3,16,0,0
191,1,263,1,0,0,32,0,43,1,60,3,10,2,1,5,4,12,1,0
192,0.359,297,0,0,0,32,1,46,0,58,5,9,4,3,7,2,14,1,0
193,0.11,84,4,0,1,10,1,25,0,95,5,6,4,3,4,2,13,1,0
194,0.916,198,6,1,1,32,1,34,0,52,5,3,4,3,3,1,1,1,0
195,0.249,32,7,0,0,32,0,25,0,90,5,5,4,3,4,2,18,1,0
196,0.166,217,6,1,0,32,1,37,1,80,5,4,4,3,2,2,7,1,0
197,0.833,220,7,1,1,32,0,40,0,100,5,9,2,1,5,4,17,1,0
198,0.08,327,2,1,0,32,2,52,0,50,5,13,2,1,8,5,13,1,0
199,0.166,645,1,1,0,39,0,75,0,50,5,2,4,3,2,1,17,2,0
200,0.166,120,8,0,1,32,0,28,0,95,5,5,1,3,4,2,12,1,0
201,1,226,5,1,0,32,0,39,0,50,4,13,5,1,5,3,2,1,0
202,0.411,478,8,1,0,0,2,58,0,55,1,17,4,3,9,5,8,0,0
203,0.386,628,4,0,0,39,0,90,0,50,5,5,4,3,5,1,16,1,0
204,0.333,97,1,1,1,32,2,27,0,100,7,8,2,1,6,2,16,2,0
205,0.228,625,5,1,0,39,0,74,0,62,5,12,4,3,7,5,12,0,0
206,0.249,196,6,1,1,32,1,37,0,76,6,11,4,3,4,5,1,1,0
207,0.083,113,6,0,0,32,0,37,1,64,5,8,5,1,6,4,17,1,0
208,0.25,219,3,0,1,10,1,38,0,80,5,11,2,1,7,4,16,1,0
209,0.5,453,1,1,0,32,2,55,0,50,6,17,2,1,7,3,2,0,0
210,0.073,417,6,1,0,32,1,53,0,50,5,3,4,3,3,1,12,1,0
211,0.305,510,1,1,0,39,0,69,0,50,5,10,4,3,8,5,15,1,0
212,0.181,165,2,1,0,20,0,31,0,100,5,10,2,1,7,4,20,1,0
213,0.916,159,4,1,0,32,0,31,1,76,5,4,4,3,3,2,16,1,0
214,0.083,484,1,1,0,39,0,61,0,50,5,8,2,1,6,2,20,1,0
215,0.955,475,1,1,0,0,2,57,0,50,5,4,4,3,4,1,17,1,0
216,0.166,360,0,1,0,32,1,48,0,50,5,11,2,1,8,5,12,1,0
217,0.916,166,7,1,0,32,0,41,0,64,4,12,5,1,3,3,17,1,0
218,0.25,153,8,1,0,32,1,32,0,54,7,3,1,3,0,4,19,1,0
219,0.181,441,0,0,1,32,1,56,1,50,5,6,4,3,6,2,7,1,0
220,0.416,190,4,1,1,29,2,34,0,76,5,12,5,3,8,4,6,1,0
221,0.166,293,8,1,0,32,1,47,0,100,5,8,5,1,3,5,13,1,0
222,0.752,339,0,1,0,25,1,52,0,54,1,12,4,3,8,4,19,0,0
223,0.666,307,4,1,1,32,1,44,0,50,1,5,5,3,1,1,7,1,0
224,0.025,372,6,0,0,32,0,50,0,50,5,13,2,1,7,5,8,1,0
225,0.166,146,5,1,1,32,1,30,0,51,5,9,2,1,5,4,9,1,0
226,0.474,107,2,1,0,32,0,28,0,85,5,6,4,3,7,2,20,1,0
227,0.609,188,4,1,0,32,1,37,0,51,2,12,4,3,8,5,13,1,0
228,0.499,207,6,0,1,29,0,35,0,54,5,13,4,3,9,5,20,2,0
229,0.416,510,8,1,0,39,0,75,0,50,5,9,4,3,7,5,14,1,0
230,0.489,495,5,1,0,0,2,59,0,50,5,10,4,3,6,4,7,2,0
231,0.005,520,0,1,0,44,2,61,0,64,2,16,2,1,9,3,16,2,0
232,0.316,544,8,0,1,34,0,70,1,50,5,3,1,3,3,2,8,1,0
233,0.583,347,4,1,0,32,2,49,0,50,6,18,5,1,4,3,17,0,0
234,0.166,58,3,1,1,10,1,23,0,133,1,5,5,3,1,1,17,1,0
235,0.5,320,4,1,0,34,1,45,1,54,6,11,5,1,2,4,16,2,0
236,0.202,93,1,1,0,32,1,27,0,112,2,4,5,3,1,1,7,1,0
237,0.483,115,8,1,0,34,0,27,0,90,5,9,4,3,5,4,15,1,0
238,0.316,516,7,0,0,39,0,72,0,50,5,7,4,3,4,2,20,1,0
239,0.333,143,1,1,0,32,1,29,0,80,5,10,4,3,6,4,6,1,0
240,0.4,450,1,1,0,44,0,79,0,50,2,14,2,1,8,5,12,2,0
241,0.25,250,1,0,0,32,1,39,1,64,5,9,4,3,7,2,7,2,0
242,0.78,604,1,1,0,39,0,71,0,75,4,11,2,1,5,4,20,2,0
243,0.499,155,8,1,1,32,1,31,0,51,5,2,1,3,2,2,11,1,0
244,0.75,776,6,1,0,39,0,82,0,50,5,14,4,3,8,3,14,0,0
245,0.058,179,0,1,0,25,1,37,0,50,8,13,4,1,0,0,11,1,0
246,0.75,452,8,1,0,29,2,55,0,50,7,6,1,3,2,4,2,1,0
247,0.09,23,0,0,1,32,1,20,0,90,5,10,4,3,5,4,9,1,0
248,0.976,339,6,1,0,25,2,46,0,50,5,4,4,3,2,1,8,1,0
249,0.177,347,1,1,1,34,1,49,0,50,5,7,4,3,6,2,11,0,0
250,0.253,374,8,0,0,32,1,57,0,50,5,3,4,3,3,1,16,1,0
251,0.294,0,1,1,0,10,1,19,0,100,1,9,5,3,5,1,16,2,0
252,0.666,121,8,1,1,29,2,28,0,76,8,3,4,1,3,2,15,1,0
253,1,497,6,1,0,39,0,64,1,50,7,8,4,3,5,4,18,0,0
254,0.416,403,0,1,0,0,2,53,0,50,5,12,2,1,7,5,6,1,0
255,0.333,420,5,0,0,32,0,66,0,68,5,7,4,3,4,4,8,1,0
256,0.746,206,2,1,0,34,1,36,0,54,3,9,4,3,5,4,11,1,0
257,0.458,267,0,1,1,32,1,47,0,55,5,13,2,1,8,5,19,1,0
258,0.5,184,5,0,1,34,1,35,0,50,5,6,4,3,4,2,14,0,0
259,0.042,383,5,0,0,32,0,57,0,50,5,3,4,3,3,1,15,1,0
260,0.749,362,2,1,0,27,2,48,0,50,8,9,4,1,1,0,20,1,0
261,0.499,334,3,1,0,0,2,48,0,50,3,14,2,1,5,3,18,1,0
262,0.499,321,2,0,1,32,0,59,0,50,5,6,4,3,4,2,13,1,0
263,0.25,264,4,0,0,0,2,44,0,50,3,10,4,3,6,4,18,0,0
264,0.202,152,6,1,1,32,1,32,0,80,5,5,4,3,3,2,16,1,0
265,0.729,172,7,1,0,34,1,33,0,54,5,7,4,3,4,4,14,1,0
266,0.583,265,4,1,0,32,1,40,0,50,3,11,2,1,5,4,14,1,0
267,0.5,223,3,1,0,34,2,37,0,60,5,15,4,3,9,3,17,0,0
268,0.916,431,8,0,0,20,0,55,0,80,5,16,5,1,6,3,13,0,0
269,0.5,68,7,0,1,32,0,24,0,76,5,4,4,3,2,2,4,1,0
270,0.299,25,0,1,0,32,0,35,0,95,3,12,2,1,7,4,18,1,0
271,0.333,241,4,0,0,32,0,41,1,50,5,5,4,3,2,1,17,1,0
272,0.5,149,5,1,1,34,1,31,0,80,5,4,4,3,3,2,12,1,0
273,0.499,632,4,0,0,39,0,75,0,50,5,8,4,3,6,4,9,2,0
274,0.922,661,0,0,0,32,1,73,1,54,5,9,4,3,6,2,16,2,0
275,0.916,89,2,0,1,32,1,27,0,90,5,8,2,1,5,2,12,0,0
276,0.25,543,8,1,0,39,0,65,0,50,2,23,4,3,9,3,18,0,0
277,1,542,6,1,0,39,0,63,0,50,5,19,4,3,9,3,16,0,0
278,0.333,634,0,0,0,39,0,71,0,62,5,7,4,3,4,2,7,1,0
279,0.777,213,1,0,0,32,0,35,0,56,5,11,4,3,5,2,2,1,0
280,0.496,472,6,1,0,0,2,58,0,50,5,20,4,3,9,3,8,0,0
281,0.329,391,3,1,0,0,2,52,0,78,5,16,4,3,9,3,9,2,0
282,0.166,92,8,1,1,32,0,27,0,76,5,4,1,3,4,2,15,0,0
283,0.449,330,1,1,0,32,1,54,0,50,8,7,4,1,2,4,5,1,0
284,0.25,573,7,0,0,39,0,72,0,50,5,3,4,3,2,1,7,1,0
285,1,310,3,1,0,32,1,50,1,50,5,10,4,3,6,4,19,1,0
286,0.666,101,2,1,1,32,2,28,0,95,7,8,2,1,6,2,16,2,0
287,0.416,466,6,0,0,32,1,63,0,50,5,13,4,3,9,5,16,0,0
288,0.177,126,8,0,1,34,1,29,0,80,5,6,1,3,5,4,16,1,168.96
289,0.249,179,8,0,0,32,0,52,0,57,5,5,1,3,6,2,12,1,0
290,0.344,287,8,1,1,32,0,46,0,57,5,2,1,3,2,2,15,1,0
291,0.416,156,8,0,1,32,1,33,0,118,5,4,1,3,3,2,19,1,0
292,0.971,56,4,1,1,32,1,23,0,100,6,12,4,3,5,3,12,1,1204
293,0.627,590,1,1,0,39,0,67,0,50,5,10,2,1,5,5,13,0,0
294,0.333,291,2,1,0,28,2,42,0,50,8,11,2,1,2,0,12,1,0
295,0.038,134,2,1,0,34,1,31,0,90,5,13,2,1,7,5,19,2,0
296,0.333,586,2,0,0,39,0,74,0,55,5,5,4,3,4,2,20,1,0
297,0.673,213,3,1,0,32,0,36,0,90,7,10,4,3,6,5,2,0,0
298,0.519,297,8,0,0,32,1,43,0,52,2,18,4,3,8,3,15,0,0
299,0.5,507,1,1,0,39,0,71,0,50,5,7,4,3,4,2,19,1,0
300,0.666,192,8,1,0,34,1,34,0,50,5,7,4,3,6,4,19,1,0
301,0.968,569,2,0,0,32,0,66,0,50,5,9,4,3,6,4,16,1,0
302,0.083,268,6,0,0,27,2,44,0,57,7,14,4,3,9,5,19,1,0
303,0.416,333,8,0,1,32,0,47,0,90,5,4,4,1,3,2,13,0,0
304,0.25,363,0,0,0,32,1,50,0,91,5,8,2,1,4,2,10,1,0
305,0.172,345,0,1,1,34,1,49,0,50,5,7,4,3,6,2,11,0,0
306,0.423,480,0,1,0,32,1,58,0,50,5,14,2,1,8,5,18,1,0
307,0.25,91,8,0,1,34,1,27,0,76,5,6,4,1,3,2,18,1,0
308,0.678,222,0,1,0,32,1,56,0,50,3,15,2,1,6,3,16,0,0
309,0.036,123,0,0,1,32,1,28,0,76,5,9,2,1,5,4,18,1,0
310,0.5,172,4,0,1,32,0,37,0,85,5,8,4,3,6,2,19,1,0
311,0.133,364,2,0,0,32,2,60,0,50,5,7,4,3,6,2,19,0,0
312,0.749,330,5,1,1,32,0,71,0,50,5,1,4,3,1,1,16,0,0
313,0.249,143,1,1,0,29,1,33,0,76,1,5,5,3,1,1,12,1,0
314,0.942,321,1,1,0,32,2,46,0,50,5,13,2,1,8,4,8,1,0
315,0.25,482,4,1,0,32,0,59,0,50,5,15,4,3,9,3,6,0,0
316,0.833,99,5,1,1,32,1,29,0,90,5,3,4,3,3,2,15,1,0
317,0.053,367,0,0,0,32,1,54,0,50,5,7,4,3,4,2,20,0,0
318,0.106,250,8,1,0,32,0,40,0,100,5,12,4,3,5,3,4,0,0
319,0.249,63,8,1,0,32,1,30,0,85,5,1,1,3,1,2,17,1,0
320,0.65,398,1,1,0,32,1,54,0,58,5,9,5,1,4,4,8,0,0
321,0.337,304,0,0,0,34,1,54,0,50,5,7,4,3,7,2,16,0,0
322,0.666,581,4,1,0,39,0,67,0,51,7,8,4,3,5,4,15,0,0
323,0.06,93,8,1,1,32,1,26,0,68,5,4,4,3,4,2,13,1,0
324,0.166,304,2,1,0,32,1,48,0,95,5,11,4,3,8,2,1,2,0
325,0.5,332,8,1,0,29,2,57,0,50,8,8,5,1,0,0,13,0,0
326,0.456,111,7,1,1,32,0,32,0,76,1,9,4,3,4,4,19,0,0
327,0.833,536,5,1,0,39,0,66,0,68,5,8,4,3,6,4,19,0,0
328,0.166,118,8,1,0,32,1,28,0,64,5,6,1,3,5,4,18,1,0
